,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
365,366,Isaiah Hartenstein,CLE,23,46,20,26,12.1,5.1,2.0,3.7,55.0,0.0,0.1,33.3,1.0,1.5,64.8,1.4,2.5,3.9,1.2,1.0,0.4,0.8,2.3,14.5,1,0,0.0
366,367,Sekou Doumbouya,DET,20,56,15,41,15.5,5.1,1.9,5.0,37.9,0.5,2.1,22.6,0.8,1.1,70.3,0.7,1.9,2.6,0.8,0.8,0.4,0.2,1.7,10.4,0,0,-2.4
367,368,Nerlens Noel,NYK,27,64,35,29,24.2,5.1,2.1,3.5,61.4,0.0,0.0,0.0,0.8,1.1,71.4,2.2,4.1,6.4,0.7,1.0,1.1,2.2,2.8,22.6,2,0,0.0
368,369,Marc Gasol,LAL,36,52,32,20,19.1,5.0,1.7,3.7,45.4,1.0,2.3,41.0,0.7,1.0,72.0,0.7,3.4,4.1,2.1,1.0,0.5,1.1,2.2,17.0,0,0,1.7
369,370,Jordan McLaughlin,MIN,25,51,15,36,18.4,5.0,2.0,4.7,41.3,0.6,1.8,35.9,0.5,0.6,76.7,0.4,1.7,2.1,3.8,1.0,1.0,0.1,0.9,15.6,0,0,-2.6
370,371,Bismack Biyombo,CHA,28,66,28,38,20.4,5.0,2.2,3.7,58.7,0.0,0.0,0.0,0.7,1.6,44.8,2.1,3.2,5.3,1.2,1.1,0.3,1.1,2.1,16.2,3,0,-4.2
371,372,Trey Lyles,SAS,25,23,10,13,15.6,5.0,1.9,3.9,47.8,0.6,1.7,35.0,0.7,1.0,65.2,0.4,3.3,3.7,0.6,0.3,0.3,0.0,0.6,11.1,1,0,-4.7
372,373,Precious Achiuwa,MIA,21,61,31,30,12.1,5.0,2.0,3.7,54.4,0.0,0.0,0.0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.7,0.3,0.5,1.5,11.4,3,0,-1.9
373,374,Caleb Martin,CHA,25,53,23,30,15.4,5.0,1.8,4.8,37.5,0.6,2.4,24.8,0.8,1.2,64.1,0.6,2.1,2.7,1.3,0.6,0.7,0.2,1.2,12.2,1,0,-1.9
374,375,E'Twaun Moore,PHX,32,27,20,7,14.4,4.9,2.0,4.5,45.5,0.4,1.3,31.4,0.4,0.5,85.7,0.5,1.1,1.7,1.5,0.9,0.6,0.2,1.2,10.5,0,0,0.3
375,376,Jerome Robinson,WAS,24,17,5,12,17.9,4.9,1.6,5.6,29.5,0.6,2.5,26.2,0.9,1.2,80.0,0.2,2.0,2.2,1.5,1.1,0.7,0.4,1.8,11.8,0,0,-5.9
376,377,Tyler Cook,DET,23,32,11,21,13.7,4.9,2.2,3.2,67.0,0.0,0.1,50.0,0.5,1.1,48.6,0.9,2.1,3.0,0.5,0.7,0.3,0.1,1.1,9.5,0,0,-1.1
377,378,Brandon Goodwin,ATL,25,47,25,22,13.2,4.9,1.8,4.7,37.7,0.7,2.2,31.1,0.6,0.9,65.1,0.2,1.3,1.5,2.0,0.8,0.4,0.0,0.9,10.0,0,0,-1.3
378,379,Gabe Vincent,MIA,25,50,27,23,13.1,4.8,1.8,4.7,37.8,0.9,3.0,30.9,0.4,0.5,87.0,0.2,0.9,1.1,1.3,0.7,0.4,0.0,1.6,8.9,1,0,-1.5
379,380,Wesley Matthews,LAL,34,58,33,25,19.5,4.8,1.5,4.3,35.3,1.1,3.4,33.5,0.6,0.7,85.4,0.3,1.3,1.6,0.9,0.4,0.7,0.3,1.4,10.5,0,0,0.7
380,381,Langston Galloway,PHX,29,40,29,11,10.9,4.8,1.7,3.7,44.9,0.9,2.1,42.4,0.6,0.6,95.7,0.2,0.9,1.1,0.7,0.3,0.2,0.0,0.6,7.3,0,0,0.9
381,382,Aaron Nesmith,BOS,21,46,22,24,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37.0,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.5,0.3,0.2,1.9,9.9,0,0,-0.2
382,383,Troy Brown Jr.,CHI,21,34,10,24,15.4,4.7,1.8,4.2,43.1,0.6,2.1,31.4,0.4,0.6,71.4,0.6,2.5,3.1,0.9,0.6,0.3,0.2,1.4,10.5,0,0,0.8
383,384,Boban Marjanovic,DAL,32,33,14,19,8.2,4.7,1.9,3.7,50.8,0.0,0.2,12.5,0.9,1.2,81.6,1.4,2.5,3.9,0.3,0.4,0.1,0.2,0.9,10.2,3,0,0.7
384,385,Damian Jones,SAC,26,39,24,15,14.0,4.7,1.8,2.6,68.0,0.0,0.1,20.0,1.1,1.5,72.4,0.9,2.2,3.1,0.7,0.7,0.3,0.7,2.0,11.9,1,0,-1.7
385,386,Grant Williams,BOS,22,63,30,33,18.1,4.7,1.7,3.9,43.7,0.8,2.0,37.2,0.5,0.8,58.8,0.8,2.1,2.8,1.0,0.9,0.5,0.4,2.6,11.4,0,0,-0.8
386,387,Semi Ojeleye,BOS,26,56,28,28,17.0,4.6,1.6,3.9,40.3,1.0,2.8,36.7,0.4,0.6,75.0,0.6,2.1,2.6,0.7,0.4,0.3,0.0,1.0,9.3,0,0,0.1
387,388,JaKarr Sampson,IND,28,29,14,15,10.9,4.6,1.9,3.9,49.6,0.1,0.5,20.0,0.7,1.0,65.5,0.9,1.7,2.7,0.1,0.5,0.1,0.5,1.8,9.2,0,0,0.1
388,389,Nassir Little,POR,21,48,27,21,13.3,4.6,1.6,3.5,46.7,0.6,1.7,35.0,0.8,0.9,80.0,0.7,2.0,2.7,0.5,0.4,0.1,0.3,1.1,9.3,0,0,-0.8
389,390,Onyeka Okongwu,ATL,20,50,31,19,12.0,4.6,1.9,3.0,64.4,0.0,0.1,0.0,0.7,1.1,63.2,1.2,2.0,3.3,0.4,0.6,0.5,0.7,2.0,11.8,2,0,-1.8
390,391,Kelan Martin,IND,25,35,16,19,9.2,4.5,1.8,3.9,44.9,0.7,1.7,40.0,0.3,0.3,90.0,0.5,1.7,2.2,0.5,0.5,0.3,0.3,1.0,9.1,0,0,2.7
391,392,Rodney Hood,TOR,28,55,29,26,17.1,4.5,1.7,4.7,36.2,0.6,2.1,30.1,0.4,0.5,85.7,0.4,1.5,1.9,1.0,0.7,0.4,0.1,1.3,9.2,0,0,-2.4
392,393,Solomon Hill,ATL,30,71,41,30,21.3,4.5,1.5,4.2,35.9,1.0,3.0,32.1,0.5,0.6,76.1,0.6,2.4,3.0,1.1,0.6,0.7,0.2,1.6,11.7,0,0,0.4
393,394,Charlie Brown Jr.,OKC,24,9,1,8,16.9,4.4,1.4,4.8,30.2,0.6,2.3,23.8,1.0,1.1,90.0,0.3,1.6,1.9,1.0,0.7,0.4,0.2,2.1,9.5,0,0,-4.8
394,395,Al-Farouq Aminu,CHI,30,23,5,18,18.9,4.4,1.7,4.3,38.4,0.3,1.6,21.6,0.8,1.0,81.8,1.0,3.8,4.8,1.3,1.2,0.8,0.4,1.3,14.6,1,0,-2.3
395,396,Stanley Johnson,TOR,25,61,25,36,16.5,4.4,1.5,3.8,38.2,0.7,2.2,32.8,0.7,0.9,80.0,0.5,2.0,2.5,1.5,0.9,0.9,0.3,1.9,12.1,2,0,-2.6
396,397,Andre Iguodala,MIA,37,63,37,26,21.3,4.4,1.5,3.9,38.3,1.0,2.9,33.0,0.4,0.6,65.8,0.6,2.9,3.5,2.3,1.1,0.9,0.6,1.4,15.3,0,0,-1.3
397,398,Yuta Watanabe,TOR,26,50,24,26,14.5,4.4,1.6,3.6,43.9,0.7,1.8,40.0,0.5,0.6,82.8,0.7,2.5,3.2,0.8,0.4,0.5,0.4,1.1,11.7,0,0,-0.8
398,399,Chandler Hutchison,WAS,25,25,11,14,13.8,4.3,1.6,4.1,37.9,0.3,0.9,36.4,0.8,1.0,84.0,0.2,2.9,3.1,0.7,0.8,0.5,0.2,1.3,10.3,0,0,-2.3
399,400,John Konchar,MEM,25,43,23,20,13.4,4.3,1.6,3.2,50.0,0.5,1.3,37.5,0.6,0.7,83.3,0.8,2.2,3.0,1.1,0.4,0.7,0.2,0.9,11.8,0,0,0.4
400,401,Devin Cannady,ORL,25,8,0,8,9.3,4.3,1.4,3.5,39.3,0.8,2.0,37.5,0.8,0.9,85.7,0.0,0.6,0.6,0.1,0.3,0.6,0.1,1.1,7.2,0,0,-2.9
401,402,Mike Scott,PHI,32,51,35,16,16.7,4.2,1.5,4.1,36.0,1.0,3.0,34.2,0.2,0.2,66.7,0.2,2.1,2.4,0.8,0.4,0.5,0.3,1.4,10.0,0,0,-0.2
402,403,Jevon Carter,PHX,25,60,42,18,11.9,4.1,1.6,3.7,42.2,0.9,2.5,37.1,0.1,0.1,57.1,0.3,1.3,1.5,1.2,0.3,0.5,0.2,0.9,9.4,1,0,0.5
403,404,Lamar Stevens,CLE,23,40,13,27,12.5,4.1,1.6,3.4,45.6,0.1,0.6,16.0,0.9,1.3,72.5,0.6,1.8,2.4,0.6,0.6,0.4,0.3,1.3,9.6,1,0,-2.9
404,405,Kevon Looney,GSW,25,61,34,27,19.0,4.1,1.8,3.2,54.8,0.1,0.3,23.5,0.5,0.8,64.6,1.9,3.4,5.3,2.0,0.6,0.3,0.4,2.2,14.9,0,0,2.1
405,406,Paul Watson,TOR,26,27,13,14,11.0,4.1,1.4,3.0,46.3,1.1,2.4,46.9,0.2,0.3,62.5,0.1,1.5,1.7,0.6,0.3,0.2,0.1,1.3,7.7,0,0,-0.1
406,407,Nico Mannion,GSW,20,30,17,13,12.1,4.1,1.3,3.8,34.2,0.7,2.0,36.7,0.8,0.9,82.1,0.2,1.3,1.5,2.3,1.0,0.5,0.0,1.0,10.1,0,0,-2.5
407,408,DaQuan Jeffries,SAS,23,31,6,25,15.9,4.1,1.6,3.9,41.7,0.6,2.2,29.9,0.2,0.3,87.5,0.6,1.7,2.3,0.7,0.5,0.5,0.3,1.5,9.9,0,0,-1.8
408,409,Josh Hall,OKC,20,21,2,19,16.0,4.1,1.4,4.7,30.3,0.2,1.8,10.8,1.0,2.1,50.0,0.3,2.5,2.8,1.3,1.2,0.2,0.0,1.8,9.0,1,0,-4.8
409,410,Obi Toppin,NYK,23,62,36,26,11.0,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,0.4,1.8,2.2,0.5,0.4,0.3,0.2,0.9,8.6,0,0,0.4
410,411,Darius Miller,OKC,31,18,5,13,10.9,4.1,1.2,2.7,45.8,0.9,2.3,40.5,0.7,0.7,100.0,0.1,1.2,1.3,1.2,0.4,0.7,0.3,0.7,10.0,0,0,2.1
411,412,Chris Chiozza,BKN,25,22,12,10,10.6,4.0,1.4,4.0,35.2,0.6,1.9,31.0,0.6,0.8,76.5,0.1,1.0,1.1,3.0,0.7,0.3,0.3,0.9,10.8,1,0,0.9
412,412,Jordan Bone,ORL,23,14,2,12,14.0,4.0,1.6,3.9,42.6,0.7,2.3,31.3,0.0,0.0,0.0,0.3,1.4,1.7,1.3,0.2,0.1,0.0,0.8,8.2,0,0,-4.2
413,412,Udonis Haslem,MIA,41,1,1,0,2.7,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,3.0
414,415,Cody Martin,CHA,25,52,26,26,16.3,4.0,1.6,3.6,44.1,0.3,1.1,27.6,0.5,0.8,58.1,1.0,2.1,3.1,1.7,0.8,0.7,0.2,1.0,12.2,1,0,-0.1
415,416,Carsen Edwards,BOS,23,31,14,17,8.9,4.0,1.5,3.6,42.3,0.6,2.0,28.6,0.4,0.4,84.6,0.1,0.7,0.8,0.5,0.2,0.2,0.0,0.8,6.2,0,0,-0.8
416,417,Matisse Thybulle,PHI,24,65,46,19,20.0,3.9,1.6,3.7,42.0,0.7,2.2,30.1,0.1,0.3,44.4,0.5,1.4,1.9,1.0,0.5,1.6,1.1,2.0,15.3,0,0,1.5
417,418,Brodric Thomas,CLE,24,32,6,26,12.5,3.9,1.2,3.4,36.1,0.5,1.8,27.1,1.0,1.4,67.4,0.3,1.4,1.7,0.9,0.7,0.5,0.3,1.3,9.0,0,0,-1.5
418,419,Kevin Knox II,NYK,21,42,26,16,11.1,3.9,1.3,3.4,39.2,0.8,2.1,39.3,0.4,0.5,80.0,0.2,1.2,1.5,0.5,0.4,0.3,0.1,0.9,7.2,0,0,-0.8
419,420,Justin James,SAC,24,36,15,21,8.6,3.9,1.4,3.1,46.8,0.4,1.1,36.8,0.6,1.0,58.3,0.3,0.6,0.8,0.6,0.4,0.2,0.1,0.6,6.3,0,0,-1.6
420,421,Dante Exum,HOU,25,6,3,3,19.4,3.8,1.7,4.3,38.5,0.3,1.8,18.2,0.2,0.3,50.0,0.3,2.5,2.8,2.2,1.2,0.7,0.3,1.5,12.3,0,0,1.0
421,422,Ersan Ilyasova,UTA,34,17,14,3,8.7,3.8,1.2,3.2,38.9,1.1,2.4,43.9,0.3,0.3,100.0,0.4,1.3,1.7,0.2,0.5,0.6,0.2,1.7,8.0,0,0,0.9
422,423,Tremont Waters,BOS,23,26,13,13,9.1,3.8,1.3,3.2,40.5,0.6,1.5,39.5,0.6,0.7,94.1,0.2,0.6,0.8,2.4,1.0,0.6,0.0,0.7,9.2,0,0,-0.4
423,424,Nathan Knight,ATL,23,33,21,12,8.4,3.8,1.1,3.0,37.0,0.2,1.0,18.2,1.3,1.7,80.0,0.8,1.4,2.2,0.2,0.5,0.3,0.3,0.7,8.0,1,0,-0.5
424,424,Skylar Mays,ATL,23,33,19,14,8.2,3.8,1.3,3.0,44.9,0.4,1.2,35.0,0.7,0.8,88.0,0.3,0.8,1.1,0.9,0.3,0.4,0.1,0.5,7.6,0,0,0.4
425,426,Thon Maker,CLE,24,8,3,5,9.6,3.8,1.3,2.3,55.6,0.0,0.3,0.0,1.3,1.4,90.9,1.0,1.3,2.3,0.5,0.4,0.3,0.5,0.9,9.1,0,0,-2.3
426,427,Isaiah Joe,PHI,21,41,22,19,9.3,3.7,1.2,3.2,36.1,1.0,2.6,36.8,0.4,0.6,75.0,0.1,0.7,0.9,0.5,0.3,0.3,0.1,0.8,6.4,0,0,0.0
427,428,P.J. Tucker,MIL,36,52,27,25,26.1,3.7,1.3,3.4,37.3,0.8,2.3,33.6,0.4,0.5,75.0,1.0,2.9,3.9,1.2,0.8,0.8,0.4,2.4,12.8,0,0,-3.4
428,429,Luka Samanic,SAS,21,33,14,19,9.3,3.7,1.4,3.2,44.8,0.4,1.3,27.9,0.5,0.9,55.2,0.5,1.6,2.1,0.5,0.6,0.2,0.2,1.3,7.7,0,0,-0.6
429,430,Javonte Green,CHI,27,41,19,22,11.6,3.6,1.3,2.5,52.0,0.2,0.7,33.3,0.7,1.0,75.0,0.6,1.1,1.7,0.4,0.5,0.7,0.1,1.1,8.3,0,0,0.4
430,431,Wenyen Gabriel,NOP,24,21,9,12,11.5,3.4,1.1,2.9,40.0,0.6,1.5,40.6,0.5,0.8,64.7,1.0,1.6,2.6,0.5,0.7,0.4,0.4,1.5,9.0,0,0,0.1
431,432,Luke Kornet,BOS,25,31,13,18,11.2,3.4,1.4,3.3,43.6,0.5,1.9,25.4,0.1,0.2,50.0,0.5,1.7,2.2,0.8,0.2,0.1,1.0,0.6,10.4,0,0,1.7
432,433,Paul Reed,PHI,22,26,17,9,6.8,3.4,1.6,3.0,53.8,0.0,0.2,0.0,0.2,0.3,50.0,1.2,1.2,2.3,0.5,0.5,0.4,0.5,1.1,9.1,1,0,1.4
433,434,Meyers Leonard,MIA,29,3,2,1,9.8,3.3,1.0,2.3,42.9,1.0,2.3,42.9,0.3,0.7,50.0,0.0,2.3,2.3,0.7,0.7,0.0,0.0,1.7,6.5,0,0,-1.3
434,435,Quinn Cook,CLE,28,23,13,10,6.8,3.3,1.3,3.0,42.6,0.5,1.1,42.3,0.3,0.3,87.5,0.1,0.7,0.7,0.8,0.3,0.2,0.0,0.4,5.7,0,0,-0.4
435,436,Zeke Nnaji,DEN,20,42,30,12,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80.0,0.3,1.2,1.5,0.2,0.2,0.2,0.1,0.7,6.1,0,0,-2.0
436,437,Amir Coffey,LAC,24,44,32,12,9.0,3.2,1.0,2.3,43.7,0.5,1.3,41.1,0.6,0.9,71.1,0.2,0.8,1.0,0.5,0.3,0.2,0.0,0.7,5.5,0,0,-0.6
437,438,Killian Tillie,MEM,23,18,11,7,10.1,3.2,1.1,3.2,33.3,0.6,1.8,30.3,0.5,0.6,81.8,0.3,1.0,1.3,0.4,0.1,0.3,0.4,1.1,7.5,0,0,2.2
438,439,Mamadi Diakite,MIL,24,14,7,7,10.1,3.1,1.1,2.9,40.0,0.1,0.6,12.5,0.8,1.0,78.6,0.6,1.9,2.4,0.6,0.2,0.4,0.4,1.1,9.1,0,0,0.6
439,440,Alfonzo McKinnie,LAL,28,39,22,17,6.6,3.1,1.2,2.4,51.6,0.4,1.0,41.0,0.3,0.5,55.6,0.6,0.8,1.4,0.2,0.1,0.2,0.0,0.7,5.4,0,0,0.2
440,441,Romeo Langford,BOS,21,18,9,9,15.7,3.1,1.2,3.3,35.6,0.3,1.0,27.8,0.5,0.7,75.0,0.7,1.3,1.9,0.7,0.6,0.3,0.3,1.3,7.8,0,0,-3.7
441,442,Ryan Arcidiacono,CHI,27,44,20,24,10.2,3.1,1.1,2.7,41.9,0.6,1.5,37.3,0.3,0.5,65.0,0.1,1.4,1.5,1.3,0.2,0.2,0.0,1.1,7.2,0,0,0.2
442,443,Matt Thomas,UTA,26,45,27,18,7.3,3.1,1.1,2.8,39.4,0.6,1.8,33.8,0.3,0.3,85.7,0.2,0.8,1.0,0.4,0.3,0.1,0.0,0.4,4.9,0,0,-1.5
443,444,Anthony Gill,WAS,28,26,11,15,8.4,3.1,1.2,2.3,50.0,0.3,0.9,29.2,0.5,0.6,81.3,0.6,1.3,2.0,0.4,0.3,0.4,0.2,1.0,7.4,0,0,-0.7
444,444,Jahmi'us Ramsey,SAC,20,13,5,8,7.3,3.1,1.2,2.9,39.5,0.4,1.5,26.3,0.4,0.4,100.0,0.2,0.6,0.8,0.5,0.2,0.3,0.1,0.6,5.6,0,0,0.2
445,446,Gary Clark,PHI,26,39,12,27,16.8,3.1,1.0,3.4,30.3,0.8,2.8,28.7,0.2,0.3,80.0,0.8,2.1,2.9,0.8,0.4,0.3,0.2,0.9,8.9,0,0,-2.8
446,447,Cameron Reynolds,HOU,26,5,3,2,8.1,3.0,1.2,3.6,33.3,0.6,2.4,25.0,0.0,0.0,0.0,0.4,0.6,1.0,0.4,0.0,0.0,0.0,0.4,4.8,0,0,-5.2
447,447,Reggie Perry,BKN,21,26,18,8,8.1,3.0,1.2,3.0,41.0,0.2,0.8,19.0,0.4,0.5,76.9,1.0,1.8,2.8,0.5,0.6,0.2,0.2,1.5,8.0,1,0,-1.4
448,449,Nicolo Melli,DAL,30,45,26,19,12.6,3.0,1.0,3.1,32.6,0.5,1.9,27.1,0.4,0.6,76.0,0.6,2.1,2.7,1.0,0.3,0.3,0.1,1.3,8.6,0,0,0.5
449,450,Sam Merrill,MIL,25,30,18,12,7.8,3.0,1.1,2.4,44.4,0.7,1.6,44.7,0.1,0.1,100.0,0.2,0.8,1.0,0.7,0.3,0.3,0.0,0.6,5.8,0,0,-1.3
450,451,Trent Forrest,UTA,23,30,22,8,10.1,2.9,1.1,2.4,45.1,0.2,0.9,19.2,0.6,0.6,100.0,0.4,1.1,1.5,1.5,0.7,0.3,0.1,0.7,7.5,0,0,-1.6
451,452,Thanasis Antetokounmpo,MIL,28,57,37,20,9.7,2.9,1.2,2.4,48.9,0.1,0.5,24.1,0.4,0.9,51.0,0.9,1.2,2.2,0.8,0.8,0.4,0.2,1.3,7.7,1,0,-0.2
452,453,Harry Giles III,POR,23,38,23,15,9.2,2.8,1.1,2.6,43.3,0.2,0.6,34.8,0.4,0.7,59.3,0.8,2.7,3.5,0.8,0.5,0.2,0.3,1.4,9.3,0,0,-2.1
453,454,Markus Howard,DEN,22,37,24,13,5.5,2.8,1.1,2.9,37.7,0.5,1.8,27.7,0.2,0.2,77.8,0.0,0.5,0.6,0.5,0.5,0.1,0.0,0.6,4.2,0,0,-1.9
454,455,Bruno Caboclo,HOU,25,6,1,5,6.1,2.8,1.3,2.8,47.1,0.0,0.8,0.0,0.2,0.3,50.0,0.5,1.8,2.3,0.2,0.7,0.0,0.3,1.0,6.2,0,0,0.0
455,456,Kyle Guy,SAC,23,31,11,20,7.6,2.8,0.9,2.8,33.0,0.4,1.5,28.3,0.5,0.6,80.0,0.2,1.0,1.1,1.0,0.4,0.2,0.0,0.6,5.9,0,0,-0.5
456,457,Matthew Dellavedova,CLE,30,13,4,9,17.2,2.8,1.1,4.3,25.0,0.3,1.9,16.0,0.3,0.3,100.0,0.5,1.4,1.8,4.5,0.5,0.3,0.1,1.6,12.4,0,0,-1.4
457,458,Frank Ntilikina,NYK,22,33,23,10,9.8,2.7,0.9,2.4,36.7,0.7,1.5,47.9,0.2,0.5,44.4,0.2,0.8,0.9,0.6,0.3,0.5,0.1,1.4,6.4,0,0,-1.0
458,459,Didi Louzada,NOP,21,3,0,3,18.8,2.7,1.0,4.3,23.1,0.7,2.7,25.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,1.0,0.7,0.0,1.7,6.4,0,0,-3.7
459,460,Keita Bates-Diop,SAS,25,30,13,17,8.2,2.6,1.0,2.2,44.8,0.2,0.6,29.4,0.5,0.7,66.7,0.3,1.3,1.6,0.4,0.2,0.4,0.2,0.4,6.6,0,0,-1.2
460,461,Amida Brimah,IND,27,5,2,3,5.9,2.6,1.0,1.6,62.5,0.0,0.0,0.0,0.6,0.6,100.0,0.4,1.2,1.6,0.2,0.8,0.0,1.0,0.8,7.0,0,0,4.4
461,461,Anderson Varejao,CLE,38,5,1,4,7.2,2.6,0.8,3.2,25.0,0.0,0.2,0.0,1.0,1.8,55.6,1.4,2.6,4.0,0.6,0.2,0.0,0.4,0.6,9.3,0,0,-6.6
462,463,Josh Green,DAL,20,39,20,19,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16.0,0.3,0.6,56.5,0.7,1.3,2.0,0.7,0.4,0.4,0.1,0.9,7.1,0,0,0.4
463,464,Grant Riller,CHA,24,7,2,5,3.9,2.6,1.1,1.7,66.7,0.3,0.6,50.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.0,3.7,0,0,-0.6
464,465,Tre Jones,SAS,21,37,15,22,7.3,2.5,1.0,2.1,47.4,0.1,0.1,60.0,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.4,0.2,0.0,0.4,5.1,0,0,-2.2
465,466,Gary Payton II,GSW,28,10,7,3,4.0,2.5,1.0,1.3,76.9,0.2,0.4,50.0,0.3,0.4,75.0,0.2,0.9,1.1,0.1,0.1,0.6,0.1,0.8,6.0,0,0,0.1
466,466,Jordan Bell,GSW,26,6,3,3,13.6,2.5,1.2,3.7,31.8,0.0,0.3,0.0,0.2,0.3,50.0,1.2,2.8,4.0,1.2,0.7,0.5,0.8,1.2,12.4,0,0,-5.3
467,468,KZ Okpala,MIA,22,37,22,15,12.1,2.5,1.0,2.6,37.5,0.3,1.4,24.0,0.2,0.4,53.3,0.6,1.3,1.8,0.5,0.4,0.3,0.3,1.6,6.8,0,0,-1.8
468,469,Tacko Fall,BOS,25,19,13,6,7.1,2.5,1.1,1.5,72.4,0.0,0.0,0.0,0.3,0.8,33.3,0.8,1.9,2.7,0.2,0.3,0.1,1.1,1.2,9.0,0,0,1.4
469,470,Rondae Hollis-Jefferson,POR,26,11,6,5,9.8,2.5,0.8,1.6,50.0,0.0,0.1,0.0,0.8,1.5,56.3,1.0,1.4,2.4,1.2,0.2,0.2,0.4,1.4,8.5,0,0,-0.6
470,471,Jeremiah Martin,CLE,25,9,0,9,8.4,2.4,1.0,3.7,27.3,0.3,1.3,25.0,0.1,0.6,20.0,0.2,0.6,0.8,0.4,0.7,0.6,0.2,0.1,5.7,0,0,-2.9
471,472,Mfiondu Kabengele,CLE,23,39,20,19,7.2,2.4,0.8,2.3,37.1,0.3,1.3,26.0,0.4,0.5,80.0,0.3,1.2,1.5,0.4,0.4,0.2,0.3,0.9,6.2,0,0,-2.4
472,473,Rayjon Tucker,PHI,23,14,8,6,4.9,2.4,0.6,1.3,50.0,0.1,0.5,28.6,1.0,1.4,73.7,0.1,0.7,0.8,0.4,0.3,0.1,0.0,0.6,4.2,0,0,-0.9
473,474,Vernon Carey Jr.,CHA,20,19,9,10,6.0,2.4,0.9,1.9,50.0,0.1,0.4,14.3,0.5,0.6,81.8,0.3,1.1,1.4,0.1,0.3,0.1,0.3,0.7,5.0,0,0,-0.6
474,475,Wes Iwundu,NOP,26,41,17,24,13.1,2.4,0.8,2.5,33.3,0.1,1.0,12.2,0.6,0.8,83.9,0.4,1.8,2.2,0.4,0.5,0.4,0.1,1.2,6.6,0,0,-2.3
475,476,Justin Robinson,OKC,23,9,0,9,9.7,2.3,0.8,2.3,33.3,0.4,1.6,28.6,0.3,0.6,60.0,0.1,0.7,0.8,1.0,0.2,0.3,0.0,1.1,5.5,0,0,-5.0
476,477,Quinndary Weatherspoon,SAS,24,20,8,12,6.1,2.3,0.8,1.8,45.7,0.1,0.3,16.7,0.7,0.8,81.3,0.2,0.4,0.6,0.4,0.5,0.4,0.1,0.9,4.6,0,0,-3.0
477,478,Jarrell Brantley,UTA,25,28,23,5,4.9,2.3,0.9,1.9,48.1,0.4,1.0,42.9,0.1,0.1,100.0,0.3,0.6,1.0,0.5,0.3,0.3,0.1,0.6,4.9,0,0,-0.9
478,479,CJ Elleby,POR,21,30,19,11,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.2,0.1,0.9,4.8,0,0,-0.5
479,480,Sean McDermott,MEM,24,18,10,8,8.8,2.2,0.7,1.8,39.4,0.3,1.2,22.7,0.4,0.4,100.0,0.3,0.7,1.1,0.2,0.2,0.1,0.2,0.4,4.4,0,0,-3.2
480,481,Bol Bol,DEN,21,32,21,11,5.0,2.2,0.8,1.8,43.1,0.3,0.8,37.5,0.3,0.5,66.7,0.0,0.8,0.8,0.2,0.4,0.1,0.3,0.4,4.2,0,0,-2.5
481,482,Shaquille Harrison,DEN,27,34,27,7,9.8,2.1,0.8,2.3,33.3,0.1,0.5,18.8,0.5,0.6,81.8,0.2,1.2,1.4,0.7,0.3,0.5,0.1,1.0,6.6,0,0,-2.2
482,483,Chris Silva,SAC,24,15,8,7,6.2,2.1,0.7,1.1,62.5,0.1,0.1,100.0,0.7,1.0,73.3,0.5,1.3,1.8,0.4,0.7,0.1,0.4,1.6,5.6,0,0,-0.1
483,484,Devon Dotson,CHI,21,11,4,7,4.6,2.1,1.0,1.9,52.4,0.1,0.6,14.3,0.0,0.0,0.0,0.2,0.3,0.5,0.6,0.0,0.4,0.0,0.3,4.7,0,0,2.9
484,485,Ed Davis,MIN,32,23,5,18,13.0,2.1,0.8,1.9,43.2,0.0,0.0,0.0,0.4,0.5,83.3,2.0,3.0,5.0,0.9,0.3,0.6,0.6,2.4,12.5,0,0,-2.0
485,486,Vlatko Cancar,DEN,24,41,28,13,6.9,2.1,0.8,1.8,45.8,0.2,0.8,27.3,0.2,0.3,76.9,0.3,1.0,1.2,0.3,0.3,0.3,0.0,0.4,4.7,0,0,-2.5
486,487,Deividas Sirvydis,DET,21,20,8,12,6.7,2.1,0.7,2.0,35.0,0.5,1.4,35.7,0.2,0.3,50.0,0.0,1.5,1.5,0.3,0.3,0.1,0.0,0.5,4.2,0,0,-1.2
